title,university,date,authors,journal,citations,theme,topic_id,topic_probability
The global distribution of seagrass meadows,James Cook University,2020-03-05,Len McKenzie; Lina Mtwana Nordlund; Benjamin L. Jones; Leanne C. Cullen‐Unsworth; Chris Roelfsema,Environmental Research Letters,309,Energy_Sustainability,6,1.0
Solutions for humanity on how to conserve insects,Australian National University,2020-02-01,Michael J. Samways; Philip S. Barton; Klaus Birkhofer; Filipe Chichorro; Charl Deacon,Biological Conservation,304,Energy_Sustainability,6,0.7389354811612842
Zeolite synthesis from low-cost materials and environmental applications: A review,University of Technology Sydney,2020-11-13,Abdul Khaleque; Md Masruck Alam; Mozammel Hoque; Shuvodip Mondal; Jahid Bin Haider,Environmental Advances,303,Energy_Sustainability,3,0.7264656859420482
Global blue carbon accumulation in tidal wetlands increases with climate change,Southern Cross University,2020-12-12,Faming Wang; Christian J. Sanders; Isaac R. Santos; Jianwu Tang; Mark Schuerch,National Science Review,298,Energy_Sustainability,6,0.4762387152394211
Microbially influenced corrosion—Any progress?,Swinburne University of Technology,2020-04-06,Brenda J. Little; Daniel John Blackwood; Jamie Hinks; Federico M. Lauro; Enrico Marsili,Corrosion Science,297,Energy_Sustainability,3,1.0
Evaluation of 18 satellite- and model-based soil moisture products using in situ measurements from 826 sensors,Australian National University,2021-01-04,Hylke E. Beck; Ming Pan; Diego G. Miralles; Rolf H. Reichle; Wouter Dorigo,Hydrology and earth system sciences,296,Energy_Sustainability,5,0.36176353430432995
A roadmap for high-resolution satellite soil moisture applications – confronting product characteristics with user requirements,Monash University,2020-11-05,Jian Peng; Clément Albergel; Anna Balenzano; Luca Brocca; Oliver Cartus,Remote Sensing of Environment,295,Energy_Sustainability,5,0.2814641527984747
Challenges in the acceleration of sustainability transitions,Monash University,2020-05-19,Jochen Markard; Frank W. Geels; Rob Raven,Environmental Research Letters,285,Energy_Sustainability,-1,0.07189833844341009
State-of-the-art of renewable energy sources used in water desalination: Present and future prospects,University of Southern Queensland,2021-03-16,Jochen Bundschuh; Michał Kaczmarczyk; Noreddine Ghaffour; Barbara Tomaszewska,Desalination,283,Energy_Sustainability,3,1.0
"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation",University of Technology Sydney,2021-01-23,Bentuo Xu; Shuai Liu; John L. Zhou; Chunmiao Zheng; Weifeng Jin,Journal of Hazardous Materials,281,Energy_Sustainability,3,1.0
Atmospheric dryness reduces photosynthesis along a large range of soil water deficits,Macquarie University,2022-02-21,Zheng Fu; Philippe Ciais; I. Colin Prentice; Pierre Gentine; David Makowski,Nature Communications,281,Energy_Sustainability,5,1.0
An overview of the ORACLES (ObseRvations of Aerosols above CLouds and their intEractionS) project: aerosol–cloud–radiation interactions in the southeast Atlantic basin,University of Auckland,2021-02-04,Jens Redemann; Robert Wood; Paquita Zuidema; Sarah J. Doherty; Bernadette Luna,Atmospheric chemistry and physics,278,Energy_Sustainability,-1,0.10276420575316662
Total ecosystem carbon stocks of mangroves across broad global environmental and physical gradients,Griffith University,2020-01-24,J. Boone Kauffman; María Fernanda Adame; Virni Budi Arifanti; Lisa Schile-Beers; Ângelo F. Bernardino,Ecological Monographs,275,Energy_Sustainability,6,0.3543908566886021
Recent progress in recycling carbon fibre reinforced composites and dry carbon fibre wastes,Deakin University,2020-12-11,Esfandiar Pakdel; Sima Kashi; Russell J. Varley; Xungai Wang,Resources Conservation and Recycling,275,Energy_Sustainability,3,1.0
The COVID-19 pandemic: Considerations for the waste and wastewater services sector,University of Technology Sydney,2020-04-30,Long D. Nghiem; Branwen Morgan; Erica Donner; Michael D. Short,Case Studies in Chemical and Environmental Engineering,271,Energy_Sustainability,10,1.0
"Linking the Remote Sensing of Geodiversity and Traits Relevant to Biodiversity—Part II: Geomorphology, Terrain and Surfaces",Macquarie University,2020-11-10,Angela Lausch; Michael E. Schaepman; Andrew K. Skidmore; Sina Truckenbrodt; Jörg Hacker,Remote Sensing,264,Energy_Sustainability,6,0.35562429584516125
Phase 3 Trial of Interleukin-1 Trap Rilonacept in Recurrent Pericarditis,Monash University,2020-11-16,Allan L. Klein; Massimo Imazio; Paul Cremer; Antonio Brucato; Antonio Abbate,New England Journal of Medicine,262,Energy_Sustainability,11,0.24242955060446275
"ACIX-Aqua: A global assessment of atmospheric correction methods for Landsat-8 and Sentinel-2 over lakes, rivers, and coastal waters",University of Waikato,2021-03-09,Nima Pahlevan; Antoine Mangin; Sundarabalan V. Balasubramanian; Brandon Smith; Krista Alikas,Remote Sensing of Environment,262,Energy_Sustainability,-1,0.1395892855952893
Revitalising sodium–sulfur batteries for non-high-temperature operation: a crucial review,University of Technology Sydney,2020-01-01,Yizhou Wang; Dong Zhou; Verónica Palomares; Devaraj Shanmukaraj; Bing Sun,Energy & Environmental Science,261,Energy_Sustainability,3,0.33595795307562276
Rainfall Induced Landslide Studies in Indian Himalayan Region: A Critical Review,University of Technology Sydney,2020-04-03,Abhirup Dikshit; Raju Sarkar; Biswajeet Pradhan; Samuele Segoni; Abdullah Alamri,Applied Sciences,260,Energy_Sustainability,5,0.16126016384443714
Electrochemical energy storage devices working in extreme conditions,University of Wollongong,2021-01-01,Mingzhe Chen; Yanyan Zhang; Guichuan Xing; Shulei Chou; Yuxin Tang,Energy & Environmental Science,257,Energy_Sustainability,3,0.36482444434515154
Overview of the MOSAiC expedition: Snow and sea ice,Victoria University of Wellington,2022-01-01,Marcel Nicolaus; Donald K. Perovich; Gunnar Spreen; Mats A. Granskog; Luisa von Albedyll,Elementa Science of the Anthropocene,257,Energy_Sustainability,5,0.13496425459268302
Oxidation and fragmentation of plastics in a changing environment; from UV-radiation to biological degradation,Murdoch University,2022-08-12,Anthony L. Andrady; Paul W. Barnes; Janet F. Bornman; Todd Gouin; S. Madronich,The Science of The Total Environment,257,Energy_Sustainability,-1,0.07990365557719739
Global warming is causing a more pronounced dip in marine species richness around the equator,University of Auckland,2021-04-05,Chhaya Chaudhary; Anthony J. Richardson; David S. Schoeman; Mark J. Costello,Proceedings of the National Academy of Sciences,251,Energy_Sustainability,6,1.0
Exponential increase of plastic burial in mangrove sediments as a major plastic sink,Edith Cowan University,2020-10-28,Cecilia Martin; Fadiyah M. Baalkhuyur; Letizia Valluzzi; Vincent Saderne; Michael Cusack,Science Advances,250,Energy_Sustainability,-1,0.07236380374290564
Global maps of soil temperature,University of Wollongong,2021-12-30,Jonas J. Lembrechts; Johan van den Hoogen; Juha Aalto; Michael B. Ashcroft; Pieter De Frenne,Global Change Biology,250,Energy_Sustainability,5,0.47478139155400956
"Association of biochar properties with changes in soil bacterial, fungal and fauna communities and nutrient cycling processes",La Trobe University,2021-06-29,Zhongmin Dai; Xinquan Xiong; Hang Zhu; Haojie Xu; Peng Leng,Biochar,248,Energy_Sustainability,3,0.2273425124863039
Next-generation ensemble projections reveal higher climate risks for marine ecosystems,University of Tasmania,2021-10-21,Derek P. Tittensor; Camilla Novaglio; Cheryl S. Harrison; Ryan F. Heneghan; Nicolas Barrier,Nature Climate Change,248,Energy_Sustainability,6,0.8684600470663738
Floating macro- and microplastics around the Southern Ocean: Results from the Antarctic Circumnavigation Expedition,Monash University,2020-01-27,Giuseppe Suaria; Vonica Perold; Jasmine Lee; Fabrice Lebouard; Stefano Aliani,Environment International,247,Energy_Sustainability,-1,0.07050626846120296
Using soil bacterial communities to predict physico-chemical variables and soil quality,University of Auckland,2020-06-02,Syrie M. Hermans; Hannah L. Buckley; Bradley S. Case; Fiona Curran‐Cournane; Matthew D. Taylor,Microbiome,246,Energy_Sustainability,-1,0.05952153857924087
The 2021 battery technology roadmap,University of Technology Sydney,2020-12-14,Jianmin Ma; Yutao Li; Nicholas S. Grundish; John B. Goodenough; Yuhui Chen,Journal of Physics D Applied Physics,246,Energy_Sustainability,3,0.33071802788070725
Global declines in coral reef calcium carbonate production under ocean acidification and warming,James Cook University,2021-05-10,Christopher E. Cornwall; Steeve Comeau; Niklas A. Kornder; Chris T. Perry; Ruben van Hooidonk,Proceedings of the National Academy of Sciences,244,Energy_Sustainability,6,1.0
Electrocatalytic Water Splitting: From Harsh and Mild Conditions to Natural Seawater,Swinburne University of Technology,2021-12-08,Xue Xiao; Lijun Yang; Wenping Sun; Yu Chen; Hai Yu,Small,244,Energy_Sustainability,3,0.5035570185840029
Critical success factors for a circular economy: Implications for business strategy and the environment,University of Technology Sydney,2020-08-04,Md. Abdul Moktadir; Anil Kumar; Syed Mithun Ali; Sanjoy Kumar Paul; Razia Sultana,Business Strategy and the Environment,243,Energy_Sustainability,14,0.32441163801539014
"Heavy metal toxicity, sources, and remediation techniques for contaminated water and soil",University of Technology Sydney,2021-11-24,Shams Forruque Ahmed; P. Senthil Kumar; Mahtabin Rodela Rozbu; Anika Tasnim Chowdhury; Samiha Nuzhat,Environmental Technology & Innovation,241,Energy_Sustainability,3,1.0
Metrics that matter for assessing the ocean biological carbon pump,University of Tasmania,2020-04-06,Ken O. Buesseler; Philip W. Boyd; Erin Black; David A. Siegel,Proceedings of the National Academy of Sciences,240,Energy_Sustainability,6,0.6176776936489546
Fjords as Aquatic Critical Zones (ACZs),University of Otago,2020-03-02,Thomas S. Bianchi; Sandra Arndt; William E. N. Austin; Douglas I. Benn; Sébastien Bertrand,Earth-Science Reviews,233,Energy_Sustainability,6,1.0
Non-stomatal limitation of photosynthesis by soil salinity,University of Tasmania,2020-03-11,Ting Pan; Minmin Liu; Vladimir D. Kreslavski; Sergey K. Zharmukhamedov; Chenrong Nie,Critical Reviews in Environmental Science and Technology,229,Energy_Sustainability,-1,0.0793631003831192
Mapping global lake dynamics reveals the emerging roles of small lakes,Deakin University,2022-10-01,Xuehui Pi; Qiuqi Luo; Lian Feng; Yang Xu; Jing Tang,Nature Communications,229,Energy_Sustainability,6,0.6136797029094189
2020 Roadmap on Carbon Materials for Energy Storage and Conversion,University of Wollongong,2020-02-19,Mingguang Wu; Jiaqin Liao; Lingxiao Yu; Ruitao Lv; Peng Li,Chemistry - An Asian Journal,228,Energy_Sustainability,3,0.3290148662521162
Too hot to handle: Unprecedented seagrass death driven by marine heatwave in a World Heritage Area,Edith Cowan University,2020-03-04,Simone Strydom; Kathy Murray; Shaun K. Wilson; Bart Huntley; Michael J. Rule,Global Change Biology,228,Energy_Sustainability,6,1.0
Enhancing solar steam generation using a highly thermally conductive evaporator support,University of South Australia,2021-09-23,Yida Wang; Xuan Wu; Pan Wu; Jingyuan Zhao; Xiaofei Yang,Science Bulletin,227,Energy_Sustainability,3,1.0
Global increase in wildfire risk due to climate‐driven declines in fuel moisture,University of Tasmania,2021-11-20,Todd Ellis; David M. J. S. Bowman; Piyush Jain; Mike Flannigan; Grant J. Williamson,Global Change Biology,227,Energy_Sustainability,5,0.24165042114962335
Toward a Fundamental Understanding of Geological Hydrogen Storage,Curtin University,2022-02-15,Adnan Aftab; Aliakbar Hassanpouryouzband; Quan Xie; Laura L. Machuca; Mohammad Sarmadivaleh,Industrial & Engineering Chemistry Research,227,Energy_Sustainability,3,0.43999942140829207
Changes in soil organic carbon under perennial crops,Curtin University,2020-05-15,Alicia Ledo; Pete Smith; Ayalsew Zerihun; Jeanette Whitaker; José Luis Vicente‐Vicente,Global Change Biology,225,Energy_Sustainability,-1,0.11826049415525615
Fostering natural forest regeneration on former agricultural land through economic and policy interventions,University of the Sunshine Coast,2020-02-25,Robin L. Chazdon; David B. Lindenmayer; Manuel R. Guariguata; Renato Crouzeilles; José María Rey Beñayas,Environmental Research Letters,224,Energy_Sustainability,6,0.26339346088393134
"Tree effects on urban microclimate: Diurnal, seasonal, and climatic temperature differences explained by separating radiation, evapotranspiration, and roughness effects",Monash University,2020-12-28,Naika Meili; Gabriele Manoli; Paolo Burlando; Jan Carmeliet; Winston Chow,Urban forestry & urban greening,224,Energy_Sustainability,-1,0.10267793636517017
Climate change attribution and the economic costs of extreme weather events: a study on damages from extreme rainfall and drought,Victoria University of Wellington,2020-05-20,David J. Frame; Suzanne M. Rosier; Ilan Noy; Luke J. Harrington; Trevor Carey‐Smith,Climatic Change,224,Energy_Sustainability,9,1.0
Review of life-cycle based methods for absolute environmental sustainability assessment and their applications,Massey University,2020-04-16,Anders Bjørn; Chanjief Chandrakumar; Anne‐Marie Boulay; Gabor Doka; Kai Fang,Environmental Research Letters,222,Energy_Sustainability,-1,0.12106489122008603
Partitioning the Uncertainty of Ensemble Projections of Global Glacier Mass Change,Victoria University of Wellington,2020-04-25,Ben Marzeion; Regine Hock; Brian Anderson; Andrew Bliss; Nicolas Champollion,Earth s Future,221,Energy_Sustainability,5,0.14074709514415062
Green infrastructure for air quality improvement in street canyons,University of Wollongong,2020-12-09,Mamatha Tomson; Prashant Kumar; Yendle Barwise; Pascal Perez; Hugh Forehead,Environment International,221,Energy_Sustainability,-1,0.10656024953375035
Increasing fire and the decline of fire adapted black spruce in the boreal forest,Victoria University of Wellington,2021-10-25,Jennifer L. Baltzer; Nicola J. Day; Xanthe J. Walker; David F. Greene; Michelle C. Mack,Proceedings of the National Academy of Sciences,218,Energy_Sustainability,5,1.0
Exposure Routes and Health Risks Associated with Pesticide Application,Griffith University,2022-06-19,Muyesaier Tudi; Hairong Li; Hongying Li; Li Wang; Jia Lyu,Toxics,217,Energy_Sustainability,9,0.25357607560847917
"Vegans, vegetarians, fish-eaters and meat-eaters in the UK show discrepant environmental impacts",Griffith University,2023-07-20,Peter Scarborough; Michael Clark; Linda Cobiac; Keren Papier; Anika Knüppel,Nature Food,217,Energy_Sustainability,8,1.0
Tropospheric Ozone Assessment Report,University of Wollongong,2020-01-01,A. T. Archibald; Jessica L. Neu; Yasin Elshorbany; Owen R. Cooper; Paul J. Young,Elementa Science of the Anthropocene,215,Energy_Sustainability,5,0.10208711878992116
Biohydrogen Production From Biomass Sources: Metabolic Pathways and Economic Analysis,University of Technology Sydney,2021-09-10,Shams Forruque Ahmed; Nazifa Rafa; M. Mofijur; Irfan Anjum Badruddin; Abrar Inayat,Frontiers in Energy Research,215,Energy_Sustainability,3,0.6778486093376451
Aquatic environmental DNA: A review of the macro-organismal biomonitoring revolution,Curtin University,2023-02-18,Miwa Takahashi; Mattia Saccò; Joshua H. Kestel; Georgia Nester; Matthew A. Campbell,The Science of The Total Environment,213,Energy_Sustainability,6,0.6077376108856354
The CO<sub>2</sub> reduction potential for the European industry via direct electrification of heat supply (power-to-heat),University of Technology Sydney,2020-09-30,Silvia Madeddu; Falko Ueckerdt; Michaja Pehl; Juergen H. Peterseim; Michael D. Lord,Environmental Research Letters,211,Energy_Sustainability,3,0.5676739716043006
Overview of fundamental kinetic mechanisms and emission mitigation in ammonia combustion,University of Canterbury,2023-01-09,Tao Cai; Dan Zhao; Ephraim Gutmark,Chemical Engineering Journal,211,Energy_Sustainability,3,0.4708400360371133
Large-scale stationary hydrogen storage via liquid organic hydrogen carriers,Australian National University,2021-08-09,Zainul Abdin; Chunguang Tang; Yun Liu; Kylie Catchpole,iScience,210,Energy_Sustainability,3,0.42407201650377796
Bushfires in Australia: a serious health emergency under climate change,Monash University,2020-01-01,Pei Yu; Rongbin Xu; Michael J. Abramson; Shanshan Li; Yuming Guo,The Lancet Planetary Health,209,Energy_Sustainability,5,0.18475719522782275
"Deep-C storage: Biological, chemical and physical strategies to enhance carbon stocks in agricultural subsoils",Murdoch University,2022-05-17,Erik S. Button; Jennifer Pett‐Ridge; Daniel V. Murphy; Yakov Kuzyakov; David R. Chadwick,Soil Biology and Biochemistry,209,Energy_Sustainability,-1,0.19598949547101874
Ice-confined synthesis of highly ionized 3D-quasilayered polyamide nanofiltration membranes,Curtin University,2023-10-12,Yanqiu Zhang; Hao Wang; Jing Guo; Xiquan Cheng; Gang Han,Science,209,Energy_Sustainability,3,1.0
Cascading climate change impacts and implications,Victoria University of Wellington,2020-01-01,Judy Lawrence; Paula Blackett; Nicholas A. Cradock-Henry,Climate Risk Management,208,Energy_Sustainability,9,1.0
"A review of the recent development, challenges, and opportunities of electronic waste (e-waste)",Swinburne University of Technology,2022-05-31,M. Shahabuddin; Md Nur Uddin; Jahedul Islam Chowdhury; Shams Forruque Ahmed; Md Nur Uddin,International Journal of Environmental Science and Technology,207,Energy_Sustainability,9,0.34127940948331786
SoilTemp: A global database of near‐surface temperature,University of Wollongong,2020-04-20,Jonas J. Lembrechts; Juha Aalto; Michael B. Ashcroft; Pieter De Frenne; Martin Kopecký,Global Change Biology,205,Energy_Sustainability,5,0.29320496006304037
A critical review on various feedstocks as sustainable substrates for biosurfactants production: a way towards cleaner production,University of Technology Sydney,2021-06-26,Swayansu Sabyasachi Mohanty; Yamini Koul; Sunita Varjani; Ashok Pandey; Huu Hao Ngo,Microbial Cell Factories,205,Energy_Sustainability,3,1.0
Biochar based catalysts for the abatement of emerging pollutants: A review,University of Southern Queensland,2020-03-24,Tam Do Minh; Jianzhi Song; Anjan Deb; Ligen Cha; Varsha Srivastava,Chemical Engineering Journal,204,Energy_Sustainability,3,1.0
Changing Biogeochemistry of the Southern Ocean and Its Ecosystem Implications,University of Tasmania,2020-07-31,Sian F. Henley; Emma L. Cavan; Sarah E. Fawcett; Rodrigo Kerr; Thiago Monteiro,Frontiers in Marine Science,204,Energy_Sustainability,6,1.0
Evaluating Climate Models with the CLIVAR 2020 ENSO Metrics Package,Monash University,2020-09-16,Yann Planton; Éric Guilyardi; Andrew T. Wittenberg; Jiwoo Lee; Peter J. Gleckler,Bulletin of the American Meteorological Society,204,Energy_Sustainability,5,0.15011150311860277
A global observational analysis to understand changes in air quality during exceptionally low anthropogenic emission conditions,Monash University,2021-08-20,Ranjeet S. Sokhi; Vikas Singh; Xavier Querol; Sandro Finardi; Admir Créso Targino,Environment International,204,Energy_Sustainability,9,0.3683328445118583
Absorption cooling systems – Review of various techniques for energy performance enhancement,University of Tasmania,2020-02-21,Rasoul Nikbakhti; Xiaolin Wang; Ahmed Kadhim Hussein; Aghil Iranmanesh,Alexandria Engineering Journal,202,Energy_Sustainability,3,1.0
Stand-Alone Microgrid with 100% Renewable Energy: A Case Study with Hybrid Solar PV-Battery-Hydrogen,Murdoch University,2020-03-06,Furat Dawood; GM Shafiullah; M. Anda,Sustainability,200,Energy_Sustainability,3,0.7705480031405973
"Trends in the detection of aquatic non‐indigenous species across global marine, estuarine and freshwater ecosystems: A 50‐year perspective",Deakin University,2020-10-02,Sarah A. Bailey; Lyndsay Brown; Marnie L. Campbell; João Canning‐Clode; James T. Carlton,Diversity and Distributions,200,Energy_Sustainability,6,1.0
A synthesis of health benefits of natural sounds and their distribution in national parks,University of Otago,2021-03-22,Rachel T. Buxton; Amber L. Pearson; Claudia Allou; Kurt M. Fristrup; George Wittemyer,Proceedings of the National Academy of Sciences,198,Energy_Sustainability,-1,0.11090212483787579
Thresholds of freshwater biodiversity in response to riparian vegetation loss in the Neotropical region,James Cook University,2020-05-09,Renato Bolson Dala‐Corte; Adriano S. Melo; Tadeu Siqueira; Luis Maurício Bini; Renato Tavares Martins,Journal of Applied Ecology,197,Energy_Sustainability,6,0.5703258999651853
The renaissance of Odum's outwelling hypothesis in 'Blue Carbon' science,Southern Cross University,2021-04-03,Isaac R. Santos; David J. Burdige; Tim C. Jennerjahn; Steven Bouillon; Alex Cabral,Estuarine Coastal and Shelf Science,197,Energy_Sustainability,6,0.7197498274157639
Long‐Cycle‐Life Cathode Materials for Sodium‐Ion Batteries toward Large‐Scale Energy Storage Systems,University of Wollongong,2023-05-01,Hang Zhang; Yun Gao; Xiaohao Liu; Li‐Feng Zhou; Jiayang Li,Advanced Energy Materials,197,Energy_Sustainability,3,0.3247824127928218
iEcology: Harnessing Large Online Resources to Generate Ecological Insights,University of Tasmania,2020-04-10,Ivan Jarić; Ricardo A. Correia; Barry W. Brook; Jessie C. Buettel; Franck Courchamp,Trends in Ecology & Evolution,195,Energy_Sustainability,6,0.7363550924869203
From Low- to Net-Zero Carbon Cities: The Next Global Agenda,Curtin University,2021-08-23,Karen C. Seto; Galina Churkina; Angel Hsu; Meredith Keller; Peter Newman,Annual Review of Environment and Resources,193,Energy_Sustainability,-1,0.09112467120911975
Utilizing ion leaching effects for achieving high oxygen-evolving performance on hybrid nanocomposite with self-optimized behaviors,Curtin University,2020-07-06,Daqin Guan; Gihun Ryu; Zhiwei Hu; Jing Zhou; Chung‐Li Dong,Nature Communications,191,Energy_Sustainability,3,0.36329853164796266
Guidelines for Studying Diverse Types of Compound Weather and Climate Events,Queensland University of Technology,2021-10-25,Emanuele Bevacqua; Carlo De Michele; Colin Manning; Anaïs Couasnon; Andreia Ribeiro,Earth s Future,191,Energy_Sustainability,5,0.19033401731041813
Global concurrent climate extremes exacerbated by anthropogenic climate change,Griffith University,2023-03-10,Sha Zhou; Bofu Yu; Yao Zhang,Science Advances,191,Energy_Sustainability,5,0.21545638486237542
Future carbon emissions from global mangrove forest loss,Griffith University,2021-03-01,María Fernanda Adame; Rod M. Connolly; Mischa P. Turschwell; Catherine E. Lovelock; Temilola Fatoyinbo,Global Change Biology,188,Energy_Sustainability,6,0.3970673211558504
"Influence of pressure, temperature and organic surface concentration on hydrogen wettability of caprock; implications for hydrogen geo-storage",Curtin University,2021-09-21,Muhammad Ali; Nurudeen Yekeen; Nilanjan Pal; Alireza Keshavarz; Stefan Iglauer,Energy Reports,188,Energy_Sustainability,3,0.4576819347640762
Zero waste approach towards a sustainable waste management,Curtin University,2021-01-10,A. K. Awasthi; Venkata Ravi Sankar Cheela; Idiano D’Adamo; Eleni Iacovidou; M. Rafizul Islam,Resources Environment and Sustainability,187,Energy_Sustainability,9,0.3960830895033329
Assessing the role of compound drought and heatwave events on unprecedented 2020 wildfires in the Pantanal,James Cook University,2021-12-23,Renata Libonati; João L. Geirinhas; Patrícia S. Silva; Ana Russo; Julia A. Rodrigues,Environmental Research Letters,187,Energy_Sustainability,5,0.19014015333616022
Eco‐evolutionary optimality as a means to improve vegetation and land‐surface models,Macquarie University,2021-06-16,Sandy P. Harrison; Wolfgang Crämer; Oskar Franklin; I. Colin Prentice; Han Wang,New Phytologist,186,Energy_Sustainability,5,1.0
"Spatial distribution and risk assessments due to the microplastics pollution in sediments of Karnaphuli River Estuary, Bangladesh",Griffith University,2022-05-20,Md. Refat Jahan Rakib; M. Belal Hossain; Rakesh Kumar; Md. Akram Ullah; Sultan Al Nahian,Scientific Reports,186,Energy_Sustainability,-1,0.06965426246618138
A catastrophic tropical drought kills hydraulically vulnerable tree species,University of Tasmania,2020-02-13,Jennifer S. Powers; German Vargas G.; Timothy J. Brodribb; Naomi B. Schwartz; Daniel Peréz‐Aviles,Global Change Biology,185,Energy_Sustainability,5,1.0
Ecosystem transpiration and evaporation: Insights from three water flux partitioning methods across FLUXNET sites,Macquarie University,2020-10-06,Jacob A. Nelson; Óscar Pérez‐Priego; Sha Zhou; Rafael Poyatos; Yao Zhang,Global Change Biology,185,Energy_Sustainability,5,1.0
Algae-mediated antibiotic wastewater treatment: A critical review,University of Technology Sydney,2022-01-01,Shengnan Li; Pau Loke Show; Huu Hao Ngo; Shih‐Hsin Ho,Environmental Science and Ecotechnology,185,Energy_Sustainability,3,1.0
Overview of the MOSAiC expedition: Physical oceanography,University of Tasmania,2022-01-01,Benjamin Rabe; Céline Heuzé; Julia Regnery; Yevgeny Aksenov; Jacob Allerholt,Elementa Science of the Anthropocene,185,Energy_Sustainability,5,0.1517581876411494
Silver lining to a climate crisis in multiple prospects for alleviating crop waterlogging under future climates,University of Tasmania,2023-02-10,Ke Liu; Matthew Tom Harrison; Hàoliàng Yán; De Li Liu; Holger Meinke,Nature Communications,185,Energy_Sustainability,5,0.3129184996081932
The role of shared autonomous vehicle systems in delivering smart urban mobility: A systematic review of the literature,Queensland University of Technology,2020-07-28,Fahimeh Golbabaei; Tan Yiğitcanlar; Jonathan M. Bunker,International Journal of Sustainable Transportation,183,Energy_Sustainability,7,0.6390458844246361
Illuminating water cycle modifications and Earth system resilience in the Anthropocene,Australian National University,2020-01-04,Tom Gleeson; Lan Wang‐Erlandsson; Miina Porkka; Samuel C. Zipper; Fernando Jaramillo,Water Resources Research,182,Energy_Sustainability,9,1.0
Components of leaf‐trait variation along environmental gradients,Macquarie University,2020-03-21,Ning Dong; I. Colin Prentice; Ian J. Wright; Bradley Evans; Henrique Fürstenau Togashi,New Phytologist,182,Energy_Sustainability,5,1.0
Climate-Smart Forestry: the missing link,Australian National University,2020-04-12,Pieter Johannes Verkerk; Robert Costanza; Lauri Hetemäki; Ida Kubiszewski; P. Leskinen,Forest Policy and Economics,182,Energy_Sustainability,6,0.24801131989046296
The quest for improved air quality may push China to continue its CO <sub>2</sub> reduction beyond the Paris Commitment,Queensland University of Technology,2020-11-09,Jia Xing; Xi Lu; Shuxiao Wang; Tong Wang; Dian Ding,Proceedings of the National Academy of Sciences,182,Energy_Sustainability,9,1.0
Variation of lignocellulosic biomass structure from torrefaction: A critical review,University of Technology Sydney,2021-09-28,Hwai Chyuan Ong; Kai Yu; Wei‐Hsin Chen; Ma. Katreena Pillejera; Xiaotao Bi,Renewable and Sustainable Energy Reviews,182,Energy_Sustainability,3,1.0
Systemic effects of rising atmospheric vapor pressure deficit on plant physiology and productivity,Australian National University,2021-03-08,José R. López; Danielle A. Way; Walid Sadok,Global Change Biology,181,Energy_Sustainability,5,1.0
Biopolymers as Green Binders for Soil Improvement in Geotechnical Applications: A Review,Griffith University,2021-07-15,Hadi Fatehi; Dominic Ek Leong Ong; Qi Yu; Ilhan Chang,Geosciences,181,Energy_Sustainability,3,0.33844322101246166
A review of hydrogen/rock/brine interaction: Implications for Hydrogen Geo-storage,Edith Cowan University,2022-12-10,Masoud Aslannezhad; Muhammad Ali; Azim Kalantariasl; Mohammad Sayyafzadeh; Zhenjiang You,Progress in Energy and Combustion Science,181,Energy_Sustainability,3,0.4351056171594381
Why Are Invasive Plants Successful?,Lincoln University,2023-02-08,Margherita Gioria; Philip E. Hulme; David M. Richardson; Petr Pyšek,Annual Review of Plant Biology,181,Energy_Sustainability,6,1.0
A Review of Hydrogen as a Fuel in Internal Combustion Engines,Central Queensland University,2021-09-29,Behdad Shadidi; Gholamhassan Najafi; Talal Yusaf,Energies,180,Energy_Sustainability,3,0.41602008630722703
State-of-the-Art Review of Microbial-Induced Calcite Precipitation and Its Sustainability in Engineering Applications,University of South Australia,2020-08-04,Md Mizanur Rahman; Reena N. Hora; Isaac Ahenkorah; Simon Beecham; Md Rajibul Karim,Sustainability,179,Energy_Sustainability,3,0.3916937363003282
Decentralized Privacy Using Blockchain-Enabled Federated Learning in Fog Computing,Deakin University,2020-03-02,Youyang Qu; Longxiang Gao; Tom H. Luan; Yong Xiang; Shui Yu,IEEE Internet of Things Journal,388,Advanced_Manufacturing,1,1.0
The determinants of bank profitability: A cross-country analysis,Massey University,2020-05-08,Tu Le; Thanh Ngo,Central Bank Review,234,Advanced_Manufacturing,14,0.32544575073843374
A case study on strategies to deal with the impacts of COVID-19 pandemic in the food and beverage industry,University of Technology Sydney,2020-09-29,Md. Tarek Chowdhury; Aditi Sarkar; Sanjoy Kumar Paul; Md. Abdul Moktadir,Operations Management Research,224,Advanced_Manufacturing,-1,0.12823467173969444
The Utilization of Shared Energy Storage in Energy Systems: A Comprehensive Review,Deakin University,2021-02-23,Rui Dai; Rasul Esmaeilbeigi; Hadi Charkhgard,IEEE Transactions on Smart Grid,222,Advanced_Manufacturing,0,1.0
Multidimensional phase singularities in nanophotonics,Australian National University,2021-10-22,Jincheng Ni; Can Huang; Lei‐Ming Zhou; Miṅ Gu; Qinghai Song,Science,216,Advanced_Manufacturing,2,0.25526498961735394
Privacy-Preserving Federated Learning in Fog Computing,University of Technology Sydney,2020-04-14,Chunyi Zhou; Anmin Fu; Shui Yu; Wei Yang; Huaqun Wang,IEEE Internet of Things Journal,210,Advanced_Manufacturing,1,1.0
