openalex_id,title,abstract,date,year,authors,university,journal,citations,doi,theme,concepts,relevance_score
W4367016575,Cyberattack on Phase-Locked Loops in Inverter-Based Energy Resources,"This article reveals power grid vulnerabilities by manipulating the phase-locked loop (PLL) in an inverter-based energy resource (IBER). An attacker can exploit the off-nominal frequency operation of a power grid coupled with stability and tracking properties of an IBER PLL to manipulate the inverter and grid operations during strong and weak grid conditions. Employing a modified IEEE-14 bus system, simulation studies show that PLL-based attack can cause: (i) revenue losses to IBER operators in weak and strong grid conditions, (ii) voltage limit violations and voltage profile deterioration at IBER bus under weak grid condition, and (iii) system-wide power-angle instability under weak and strong grid conditions. To detect the PLL-based attack, we propose attack severity index (ASI) by generating a detection error signal from local grid voltage measurements and PLL estimation. The attack is mitigated by incorporating security as an integral part of the PLL design, yielding a security-aware PLL.",2023-04-25,2023,Abdullahi Bamigbade; Yury Dvorkin; Ramesh Karri,New York University,IEEE Transactions on Smart Grid,7,https://doi.org/10.1109/tsg.2023.3270348,Cybersecurity,Phase-locked loop; Inverter; Grid; Computer science; Control theory (sociology),0.525
W4385187425,Understanding the (In)Security of Cross-side Face Verification Systems in Mobile Apps: A System Perspective,"Face Verification Systems (FVSes) are more and more deployed by real-world mobile applications (apps) to verify a human's claimed identity. One popular type of FVSes is called cross-side FVS (XFVS), which splits the FVS functionality into two sides: one at a mobile phone to take pictures or videos and the other at a trusted server for verification. Prior works have studied the security of XFVSes from the machine learning perspective, i.e., whether the learning models used by XFVSes are robust to adversarial attacks. However, the security of other parts of XFVSes, especially the design and implementation of the verification procedure used by XFVSes, is not well understood.In this paper, we conduct the first measurement study on the security of real-world XFVSes used by popular mobile apps from a system perspective. More specifically, we design and implement a semi-automated system, called XFVSChecker, to detect XFVSes in mobile apps and then inspect their compliance with four security properties. Our evaluation reveals that most of existing XFVS apps, including those with billions of downloads, are vulnerable to at least one of four types of attacks. These attacks require only easily available attack prerequisites, such as one photo of the victim, to pose significant security risks, including complete account takeover, identity fraud and financial loss. Our findings result in 14 Chinese National Vulnerability Database (CNVD) IDs and one of them, particularly CNVD-2021-86899, is awarded the most valuable vulnerability in 2021 among all the reported vulnerabilities to CNVD.",2023-05-01,2023,Xiaohan Zhang; H. Ye; Ziqi Huang; Ye Xiao; Yinzhi Cao,Fudan University,2022 IEEE Symposium on Security and Privacy (SP),4,https://doi.org/10.1109/sp46215.2023.10179474,Cybersecurity,Perspective (graphical); Computer science; Face (sociological concept); Computer security; Artificial intelligence,0.508
W3197416043,SoK: Autonomic Cybersecurity - Securing Future Disruptive Technologies,"This paper is a systemization of knowledge of autonomic cybersecurity. Disruptive technologies, such as IoT, AI and autonomous systems, are becoming more prevalent and often have little or no cybersecurity protections. This lack of security is contributing to the expanding cybersecurity attack surface. The autonomic computing initiative was started to address the complexity of administering complex computing systems by making them self-managing. Autonomic systems contain attributes to address cyberattacks, such as self-protecting and self-healing that can secure new technologies. There has been a number of research projects on autonomic cybersecurity, with different approaches and target technologies, many of them disruptive. This paper reviews autonomic computing, analyzes research on autonomic cybersecurity, and provides a systemization of knowledge of the research. The paper concludes with identification of gaps in autonomic cybersecurity for future research.",2021-07-26,2021,Christopher Rouff; Lanier Watkins; Roy Sterritt; Salim Hariri,Johns Hopkins University Applied Physics Laboratory,,5,https://doi.org/10.1109/csr51186.2021.9527908,Cybersecurity,Computer security; Autonomic computing; Computer science; Identification (biology); Cloud computing,0.508
W4391903634,Pandemic as Digital Change Accelerator: Sustainable Reshaping of Adult Education Post Covid-19,"erimeter based defenses are limited in deterring and defeating cyberattacks. Multi-layered approaches are needed to provide robust cybersecurity and defend against Advanced Persistent Threats. Proactive defensive cyber actions can provide positional or temporal advantages over an adversary in the cognitive, technical, and physical domains. These actions comprise cyber maneuvers, which are implemented reconfigurations to a network that aim to make attackers more visible and detectable, impede attacker progress, and reduce attackers’ chances of mission success. Technical actions and response are the primary focus of most current cyber defense frameworks with little attention on adversary behavioral and cognitive effects. We describe the enhanced cyber maneuver framework which addresses cognitive and behavioral responses to cyber effects. We present experimental results that demonstrate the framework and a testing approach to collect supporting findings on the effects of cyber maneuvers.",2023-01-01,2023,Jennifer A. McKneely; Tara Kirk Sell; Kathleen Straub; Daniel Thomas,Johns Hopkins University Applied Physics Laboratory,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,3,https://doi.org/10.24251/hicss.2023.814,Cybersecurity,Adversary; Computer security; Computer science; Cognition; Focus (optics),0.7
W4300932067,The Impact of Message Encryption on Teleoperation for Space Applications,"In-orbit construction and maintenance of large-scale structures such as the International Space Station (ISS) have led to increasing interest in developing effective and efficient teleoperation systems. However, teleoperation requires communication of data between the operator and the operation site which may be subject to cyber-attacks. Cyber security measures such as encryption and hashing can prevent these attacks from being successful however, these security measures create additional overheads in communications that can impact on the operators ability to effectively control the operations at a distance. This paper investigates the time delay impact of encryption security controls and presents an analysis of the impact of different encryption algorithms on the communication channel. An awareness of the performance cost of encryption methods allows mission planners to consider the risk of security compromise and balance this against performance costs.",2022-03-05,2022,Carsten Maple; Gregory Epiphaniou; Waleed Hathal; Ugur Ilker Atmaca; Al Tariq Sheik,University of Warwick,2022 IEEE Aerospace Conference (AERO),1,https://doi.org/10.1109/aero53065.2022.9843424,Cybersecurity,Encryption; Teleoperation; Computer science; Computer security; Hash function,0.867
W4306316845,"Cybersecurity of On-Orbit Servicing, Assembly, and Manufacturing (OSAM) Systems","While OSAM (On-Orbit Servicing, Assembly, and Manufacturing) missions offer significant opportunities for the space industry, cybersecurity issues abound. With new systems going up into space, all linked together as a system of space systems, the attack surface for cyber threat actors is ever-expanding. Therefore, researchers need to do significant planning for the cybersecurity implications of sending autonomous machines to be part of our larger space systems. This paper analyzes analogous telerobotic systems for already existing and well-researched threats and attack vectors and articulates security concerns for OSAM systems.",2022-10-15,2022,Tyler J. Ramdass; Ninad Munshi; Richard Kim; Gregory Falco,Johns Hopkins University,ASCEND 2022,1,https://doi.org/10.2514/6.2022-4379,Cybersecurity,Space (punctuation); Orbit (dynamics); Computer security; Computer science; Attack surface,0.642
W4377693475,Cybersecurity and Technical Patient Privacy Protection,"Plastic surgery offices are subject to a wide variety of cybersecurity threats, including ransomware attacks that encrypt the plastic surgeon's information and make it unusable, as well as data theft and disclosure attacks that threaten to disclose confidential patient information. Cloud-based office systems increase the attack surface and do not mitigate the effects of breaches that can result in theft of credentials. Although employee education is often recommended to avoid the threats, a single error by a single employee has often led to security breaches, and it is unreasonable to expect that no employee will ever make an error. Recognition of the 2 most common vectors of these breaches-compromised email attachments and surfing to compromised websites-allows the use of technical networking tools to prevent both email attachments from being received and employee use of unsanctioned and potentially compromised websites. Furthermore, once compromised code has been allowed to run within the office network, that code must necessarily make outbound connections to exploit the breach. Preventing that outbound traffic can mitigate the effects of a breach. However, most small office network consultants design firewalls to only limit incoming network traffic and fail to implement technical measures to stop the unauthorized outbound traffic that is necessary for most network attacks. The authors provide detailed techniques that can be used to direct information technology consultants to properly limit outbound network traffic as well as incoming email attachments.",2023-05-22,2023,James M. Nachbar; Brian M. Kinney; Justin M. Sacks; Geoff C. Gurtner; Sarvam P. TerKonda,IS practice,Plastic & Reconstructive Surgery,1,https://doi.org/10.1097/prs.0000000000010740,Cybersecurity,Computer security; Data breach; Internet privacy; Confidentiality; Encryption,0.925
W3033350628,Considering the potential for an increase in chronic pain after the COVID-19 pandemic,"1. Introduction The COVID-19 pandemic has impacted the lives and health of persons worldwide, with potential for further effects in the future. The experience of living within this pandemic has disrupted daily life across all sectors, including those living with chronic pain (CP), those infected with the coronavirus Severe Acute Respiratory Syndrome (SARS)-CoV2, healthcare providers and essential workers, as well as those who remained physically healthy. The toll of this pandemic extends beyond physical illness, with important psychosocial stressors that include prolonged periods of limited interpersonal contact, isolation, fear of illness, future uncertainty, and financial strain. Uncertainty is fuelled by the constant media coverage, often with conflicting information, differing recommendations by public health authorities in different jurisdictions, and the unknown duration and likelihood of resurgence of this pandemic. In this context, we will examine the potential health consequences of COVID-19 germane to CP, which might be nociplastic, neuropathic, or nociceptive. Specific possibilities might include: (1) CP as part of a postviral syndrome or the result of viral-associated organ damage; (2) worsening of CP due to exacerbation of preexisting pain physical or mental complaints; and (3) CP newly triggered in individuals not infected with COVID by exacerbation of risk factors (poor sleep, inactivity, fear, anxiety, and depression). Chronic pain must be considered in the context of the biopsychosocial model, which views symptoms as the result of a complex and dynamic interaction between biological, psychological, and social factors.36,39 Underlying predisposing mechanisms include genetic factors, previous pain experience, and traumatic events that could be physical or emotional.2 Chronic pain conditions can be triggered by psychosocial stressors or organ-specific biological factors, which may preferentially occur in individuals with a fragile stress response system.8,10,24,40,47 The COVID-19 pandemic has many characteristics that could potentially increase the prevalence of CP, especially with stressors extending over many months. The worldwide pain community is invited to consider the possible downstream consequences of COVID-19, not only for patients surviving infection, but also for the wider community that has experienced psychological, social, and economic effects. Although we address these issues from the perspective of physicians practicing in developed countries, many of the consequences discussed will be particularly relevant for people in other countries, with a call for colleagues in Asia, Africa, and South America to enter into this dialogue. 2. Infections as a trigger for chronic pain Acute viral illnesses often present with myalgia and fatigue, as well as organ-specific symptoms, as seen with influenza, and noted in the H1N1 pandemics of 1918 and 2009, and coronavirus infection during the SARS epidemic.4,17 Outcomes related to these infections are almost always focused on the immediate response to the acute illness, with little attention to long-term outcomes. In a small study of 22 subjects (21 of whom were healthcare workers) infected during the SARS epidemic, a chronic post-SARS syndrome consisting of fatigue, diffuse myalgia, depression, and nonrestorative sleep persisted for almost 2 years.27 Similarly, some patients with chronic widespread pain report onset of symptoms after a perceived viral illness. Although some infections cause specific postinfectious syndromes, there is also a common stereotypical response to any type of infection that is often observed. For example, up to 12% of patients infected with 3 different pathogens, ie, Ross River virus (the cause of epidemic polyarthritis), Coxiella burnetii (cause of Q fever), and Epstein–Barr virus, experienced a postviral syndrome of pain, fatigue, and memory difficulties for up to 12 months after infection.15 Although these infections have markedly disparate acute presentations, a stereotypical chronic syndrome occurred at remarkably similar rates and was not predicted by demographic, psychological/psychiatric measures, or microbiological factors.15 The presence and severity of somatic symptoms during acute infection was closely correlated with the subsequent development of chronic fatigue and pain. Chronic regional pain and other somatic symptoms can follow other types of acute infection. In a meta-analysis, Halvorson et al. noted that approximately 10% of individuals will develop postinfectious irritable bowel syndrome after an episode of acute viral or bacterial gastroenteritis, with premorbid psychological problems and/or psychosocial stressors recognized as risk factors.7,13 On a similar note, an episode of acute urinary tract infection is evident in a substantial proportion of women who develop interstitial cystitis/painful bladder syndrome.43 Collectively, these findings imply that various acute infections are capable of triggering both widespread and regional CP. The evidence also suggests that the inciting infection must be of sufficient severity and duration to disrupt normal activities.44 Current estimates are that 80% of laboratory-confirmed COVID-19 patients have mild to moderate disease, including both pneumonia and nonpneumonia cases, 13.8% have severe disease, and 6.1% develop critical illness requiring intensive care unit (ICU) admission.42 3. Potential health-related consequences of COVID-19 3.1. Chronic pain as a consequence of COVID-19 disease Persons with COVID-19 may exhibit a broad range of symptoms, beginning with those who are asymptomatic and extending to patients who develop full-blown severe respiratory distress syndrome. Nonspecific constitutional symptoms include fatigue, myalgias, chills, and headaches. Most patients experience symptoms for 1 to 2 weeks with complete resolution, although some require hospitalization. The mortality rate of COVID-19 is on the order of 1% according to estimates published by the Centre for Evidence-Based Medicine.37 Whether patients with CP are more susceptible to viral infection or the consequences thereof is unknown. Theoretically, the diminished immune response system observed in CP patients could be even further suppressed by factors such as depression, poor sleep, and opioid use, with potential to increase susceptibility to SARS-CoV2.19,41 Many individuals with COVID need ICU care, and individuals surviving an illness requiring ICU admission are at increased risk of long-lasting severe functional limitations, psychological distress, and CP. Surveys have reported persistent CP in 38% to 56% of ICU survivors when evaluated 2 to 4 years after ICU admission.18,34 Quality of life can also be affected for prolonged periods. In a study evaluating 575 patients 6 to 11 years after ICU discharge, many experienced persistent difficulty with mobility (52%), self-care (19%), activities of daily living (52%), pain/discomfort (57%), and cognition (43%).38 Mental health is also frequently affected by severe illness. Between 41% and 65% of SARS survivors have experienced persistent psychological symptoms.20,23 Between 25% and 44% of Hong Kong residents who were infected with SARS and survived were diagnosed with posttraumatic stress disorder (PTSD), and 15% experienced depression for at least 30 months after the illness.16,22 Posttraumatic stress disorder also occurred in 40.7% of SARS-infected healthcare workers.22 3.2. Exacerbation of chronic pain in the absence of actual infection Some CP patients may experience exacerbation of symptoms resulting from COVID-19 due to both public health and personal issues. Regular medical care may be compromised during lockdown and the ensuing months.9 Routine clinics may be less accessible or closed, healthcare professionals may be diverted to COVID-19-related activities, and waiting times may be prolonged, especially for medical illnesses such as CP that many consider nonurgent. Patients may be less able or willing to travel for care, or may be fearful of exposure to infection in a public or medical setting. There may be delays in timely access to medications due to reduced prescribing, as well as to pain management procedures considered to be of lesser importance than the care of patients with more urgent illnesses. Reduced clinical encounters with interdisciplinary healthcare team members (eg, physiotherapists, psychologists, and self-help groups) can have adverse consequences. Access to medications may be reduced due to logistical factors or true drug shortages when analgesic medications are diverted to emergency care causing some to turn to alcohol or nonmedically prescribed substances as a desperate measure to relieve poorly managed pain. The rapid evolution of telehealth presents new challenges for clinical care, especially for those not fully comfortable with or without access to digital technology. The economic impact on public health is evident for working patients who may have lost jobs or health insurance and must contend with financial insecurity or even poverty. Another factor to consider is reduced health-related physical activities, which are a vital management strategy for CP, that result from social distancing and isolation, and closure of group activity programs such as gyms and pools.21 Limited social support will also contribute to poor psychological health.12 Patients may have a heightened awareness of physical symptoms accompanied by fear that these symptoms are an indication of infection. These numerous and persistent stressors may exacerbate pain, even in the absence of viral illness. Given these factors, common wisdom might suggest that catastrophic and stressful events such as COVID-19 will inevitably lead to an exacerbation of CP. However, 2 studies performed in the United States just before and after the 9/11 terrorist attacks indicate that not all psychological stressors will trigger or exacerbate CP. Pain complaints and other somatic symptoms did not change among residents of New York and New Jersey who had been surveyed before and after the 9/11 attacks on the World Trade Center.32 Similarly, pain complaints did not change for patients with fibromyalgia in the Washington, D.C. region during the same period.32 Daily ""hassles"" and personally relevant stressors seem to be more likely to cause symptoms than major catastrophic events that do not personally impact the individual.30 Therefore, the duration of the stress (ie, weeks to months of lockdown in the current pandemic), and the vocational uncertainty and actual loss of jobs, may adversely affecting health outcomes. Reviews that highlight the role that various catastrophic events have on health suggest a number of factors that may be more important than the intensity of the ""stressor"" in predicting adverse health outcomes. Female sex, concerns about or the expectation of chronicity, and inactivity or time off work can all trigger pain and other somatic symptoms.26 Naturally occurring catastrophic events such as earthquakes, floods, or fires seem less likely to lead to chronic somatic symptoms than similarly ""man-made"" stressful events such as chemical spills or war.6 Exposure to a multitude of stressors simultaneously, or over time, may also pose significant risk for later somatic and/or psychological sequelae.14,33 For example, in military personnel, multiple deployments significantly increase the risk for PTSD and other psychiatric conditions, which in turn are highly coprevalent with CP.46 3.3. New onset of chronic pain related to psychological stressors It is not currently known whether COVID-19 will cause an increase in new-onset CP for the population at large. Risk factors for the longitudinal development of CP have been well studied in fibromyalgia and temporomandibular disorders.11,25,29 Although CP conditions are thought by some to be highly related to stress and distress, studies have consistently shown that high baseline levels of psychological distress are only modestly related to the development of chronic regional or widespread pain (OR 1.5-2).25 Regional CP, female sex, and low socioeconomic status are the strongest predictors for the subsequent development of widespread pain.11,25 Other factors that may contribute to an increase in CP are poor sleep and reduced physical activity. Sleep deprivation can lead to symptoms virtually indistinguishable from widespread pain, fatigue, and diffuse tenderness.28 Furthermore, the effects of sleep deprivation may be attenuated by physical activity (ie, individuals who remain physically active may be less sensitive to the effects of sleep disruption).1 Healthcare workers may be at increased risk for development of CP. In a recent Israeli study, 9.7% of a cohort of 206 nurses fulfilled criteria for fibromyalgia, with symptoms strongly correlated with work-related stress and PTSD-related symptoms.3 Numerous factors contribute to high stress levels across geographic boundaries. Nearly everyone is exposed to relentless media coverage and conflicting messages, and concerns about contracting SARS-CoV2, routine medical care, family, jobs, and economic issues are pervasive. Those with an underlying mental health disorder are at particular risk for exacerbation. Further stressors relate to social distancing, isolation and quarantine, and in some, grieving a death without the usual social support system. Persistent and extreme stress can lead to severe mental health consequences including an increased suicide rate. There is preliminary evidence that anxiety and depression (16%-28%), self-reported stress (8%), and sleep disturbances are common reactions to this pandemic.31 During the SARS outbreak in 2003, an historically high suicide rate of 18.6 per 100,000 was reported in Hong Kong.5 Furthermore, the annual suicide rate in older adults after the SARS epidemic did not return to preepidemic levels, suggesting that factors related to the epidemic had long-term consequences. 4. Immediate consequences of COVID-19 and strategies to mitigate these effects Recovery from a life-threatening illness can be expected to affect future physical and mental health. Rehabilitation services should be mobilized for both inpatient and outpatient care, with attention paid to staffing issues to ensure access to psychological services, physiotherapy, and occupational therapy.35 Routine medical care will resume for most patients, and healthcare professionals should be flexible and willing to adapt to new methods of healthcare delivery, especially with regard to telemedicine.9 Healthcare workers must also adapt to different methods of communicating with colleagues and an increased emphasis on virtual learning and teaching. Those working in mental health must be attuned to the consequences of economic hardship, which could include increased substance abuse, domestic violence, and suicide. Providers working in low- and middle-income countries are particularly disadvantaged by limited healthcare resources and a shortage of healthcare workers.45 Developed countries should recognize that healthcare crises in underdeveloped countries are constrained by artificial boundaries and continue to participate in efforts led by international organizations such the World Health Organization and International Red Cross. These suggestions can only be implemented if governments and legislators are willing to work in partnership with the healthcare community in accordance with the recommendations of experts. 5. Conclusion In this unprecedented crisis, the immediate healthcare concerns are directed towards containment and acute patient care. The impact of the COVID-19 pandemic on health will likely be manifested in both infected individuals and in people spared infection, but are nevertheless adversely affected by disruptions in normal life and experience a wide array of physical, psychological, and social stressors. Based on past experience, we postulate that these scenarios may collectively lead to an increase in CP in the immediate and possibly long-term future. Amidst many uncertainties, the research community is urged to study, devise, and implement strategies aimed at mitigating the pain-related health consequences of this pandemic. Some suggestions could include the establishment of registries of infected patients (including those with concomitant CP), designated COVID-19-related clinics to ensure new and follow-up care for infected persons, examination of telehealth as a means of delivering health care, and population surveys to gather public health information related to COVID-19. Epidemiological data should be used to inform future healthcare policies that seek to reduce the magnitude of future epidemics and their myriad consequences on CP and other diseases. The timely recognition of new CP or exacerbations of preexisting CP, prompt and targeted treatment, and strategies to mitigate the potential impact on health are strongly encouraged. Conflict of interest statement D.J. Clauw has performed consulting for Pfizer, Tonix, Samumed, Lilly, and Aptinyx, and has received research funding from Aptinyx. S.P. Cohen is supported by a grant from the U.S. Dept. of Defense, Uniformed Services University, Department of Physical Medicine & Rehabilitation, Musculoskeletal Injury Rehabilitation Research for Operational Readiness (MIRROR) (HU00011920011). The remaining authors have no conflicts of interest to declare.",2020-06-03,2020,Daniel J. Clauw; Winfried Häuser; Steven P. Cohen; Mary‐Ann Fitzcharles,University of Michigan,Pain,311,https://doi.org/10.1097/j.pain.0000000000001950,Cybersecurity,Coronavirus disease 2019 (COVID-19); Pandemic; 2019-20 coronavirus outbreak; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Medicine,0.733
W4297841898,AdvEst: Adversarial Perturbation Estimation to Classify and Detect Adversarial Attacks against Speaker Identification,"Adversarial attacks pose a severe security threat to the state-ofthe-art speaker identification systems, thereby making it vital to propose countermeasures against them.Building on our previous work that used representation learning to classify and detect adversarial attacks, we propose an improvement to it using Ad-vEst, a method to estimate adversarial perturbation.First, we prove our claim that training the representation learning network using adversarial perturbations as opposed to adversarial examples (consisting of the combination of clean signal and adversarial perturbation) is beneficial because it eliminates nuisance information.At inference time, we use a time-domain denoiser to estimate the adversarial perturbations from adversarial examples.Using our improved representation learning approach to obtain attack embeddings (signatures), we evaluate their performance for three applications: known attack classification, attack verification, and unknown attack detection.We show that common attacks in the literature (Fast Gradient Sign Method (FGSM), Projected Gradient Descent (PGD), Carlini-Wagner (CW) with different Lp threat models) can be classified with an accuracy of ∼ 96%.We also detect unknown attacks with an equal error rate (EER) of ∼9%, which is absolute improvement of ∼12% from our previous work.",2022-09-16,2022,Sonal Joshi; Saurabh Kataria; Jesús Villalba; Najim Dehak,Johns Hopkins University,Interspeech 2022,4,https://doi.org/10.21437/interspeech.2022-10985,Cybersecurity,Adversarial system; Computer science; Speaker identification; Speech recognition; Identification (biology),0.508
W4210798802,Compact and Flexible KEM From Ideal Lattice,"A remarkable breakthrough in mathematics in recent years is the proof of the long-standing conjecture: sphere packing in the <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""> <tex-math notation=""LaTeX"">$E_{8}$ </tex-math></inline-formula> lattice is optimal in the sense of the best density for sphere packing in <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""> <tex-math notation=""LaTeX"">$\mathbb {R}^{8}$ </tex-math></inline-formula> . In this work, we design a mechanism for asymmetric key consensus from noise (AKCN), referred to as AKCN-E8, for error correction and key consensus. As a direct application, we present a practical key encapsulation mechanism (KEM) from the ideal lattice based on the ring learning with errors (RLWE) problem. Compared with NewHope-KEM that was the second round candidate of the National Institute of Standards and Technology (NIST) post-quantum cryptography (PQC) standardization, our AKCN-E8 KEM scheme overcomes some limitations and shortcomings of NewHope-KEM. Compared with some other dominating KEM schemes based on the variants of LWE, specifically Kyber and Saber, AKCN-E8 has a comparable performance but enjoys much flexible shared-key sizes. Specifically, the key encapsulated by AKCN-E8-512 (resp., 768, 1024) has the size of 256 (resp., 384, 512) bits. Flexible key size renders us stronger security against quantum attacks, more powerful and economic ability of key transportation, and better matches the demand in interactive protocols like TLS where parties need to negotiate the security parameters including the shared key length.",2022-02-01,2022,Zhengzhong Jin; Shiyu Shen; Yunlei Zhao,Fudan University,IEEE Transactions on Information Theory,4,https://doi.org/10.1109/tit.2022.3148586,Cybersecurity,Learning with errors; Notation; Key encapsulation; Lattice (music); NIST,0.508
W3046558582,JSKernel: Fortifying JavaScript against Web Concurrency Attacks via a Kernel-Like Structure,"As portals to the Internet, web browsers constitute prominent targets for attacks. Existing defenses that redefine web APIs typically capture information related to a single JavaScript function. Thus, they fail to defend against the so-called web concurrency attacks that use multiple interleaved functions to trigger a browser vulnerability. In this paper, we propose JSKernel, the first generic framework that introduces a kernel concept into JavaScript to defend against web concurrency attacks. The JavaScript kernel, inspired from operating system concepts, enforces the execution order of JavaScript events and threads to fortify security. We implement a prototype of JSKernel deployable as add-on extensions to three widely used web browsers, namely Google Chrome, Mozilla Firefox, and Microsoft Edge. These open-source extensions are available at (https://github.com/jskernel2019/jskernel) along with a usability demo at (https://jskernel2019.github.io/). Our evaluation shows the prototype to be robust to web concurrency attacks, fast, and backward compatible with legacy websites.",2020-06-01,2020,Zhanhao Chen; Yinzhi Cao,Palo Alto Networks (United States),,3,https://doi.org/10.1109/dsn48063.2020.00026,Cybersecurity,Computer science; JavaScript; Concurrency; Unobtrusive JavaScript; World Wide Web,0.508
W4376606435,Slipping Through Attackers' Fingers: Fast Neutron Communications for Space Cybersecurity,"Multi-agent space systems are inherently promiscuous. Blasting radio signals to each other within a constellation or to a ground station, it is simple for adversaries to disrupt the confidentiality, integrity or availability of the communication. With increasing rendezvous proximity operations (RPO) capabilities, the communication security of multi-agent space systems - be they configured as co-orbital, in constellations or other topology, is vulnerable to attackers. Optical communications offer several security benefits compared to radiofrequency (RF) communications, but are fragile and easily disrupted given the precision required to point a laser into a small receptacle while satellites are flying at 11,300 kph. We propose engaging the nascent technique of communicating using fast neutrons for secure, out-of-band, multi-agent space communications. Fast neutrons offer unique physics-based security properties such as their the ability to penetrate materials and be difficult to intercept. Using attack trees, we conduct a comparative analysis across RF, optical and neutron communications to evaluate the difficulty to achieve an RPO-based eavesdropping mission. We demonstrate that fast neutron communications would be more secure than other multi-agent space communication modalities, should the technology be further developed and deployed on a spacecraft. Fast neutrons would literally slip through adversaries' fingers.",2023-03-04,2023,Damiano Marsili; Nicolò Boschetti; Nathaniel G. Gordon; Ioannis Nikas; Will Leger,Johns Hopkins University,IEEE Aerospace Conference,2,https://doi.org/10.1109/aero55745.2023.10115666,Cybersecurity,Computer science; Eavesdropping; Computer security; Spacecraft; Secure communication,0.658
W4366258754,Explainable Autonomic Cybersecurity For Industrial Control Systems,"Industrial Control System (ICS) networks are the most targeted systems by attackers in the world, because they are the life-blood of any country's Critical Infrastructure. In this work-in-progress paper, we propose a novel machine learning-based (decision trees) intrusion detection system for ICS networks inspired by the principals of autonomic cybersecurity with the addition of explainability. Since autonomic systems are autonomous and can be preventative (i.e., active) by nature, the added benefit of explainability helps to better establish human trust in an era where human confidence in artificial intelligence (AI) is low. In the spirit of full transparency, we clearly explain our methodology, data collection, feature development, model training and testing, and results. Our resulting models achieved an accuracy of over 95%, and we also illustrate how information can be extracted from the nodes in the decision trees to clearly explain how our models arrived at their decisions.",2023-03-08,2023,V L Manoj; Shao Wenda; Niu Sihan; Christopher Rouff; Lanier Watkins,Johns Hopkins University,2022 IEEE 12th Annual Computing and Communication Workshop and Conference (CCWC),2,https://doi.org/10.1109/ccwc57344.2023.10099307,Cybersecurity,Industrial control system; Computer science; Intrusion detection system; Transparency (behavior); Computer security,0.867
W4392389606,MaDEVIoT: Cyberattacks on EV Charging Can Disrupt Power Grid Operation,"This paper examines the feasibility of demand-side cyberattacks on power grids launched via internet-connected high-power EV Charging Stations (EVCSs). By distorting power grid frequency and voltage, these attacks can trigger system-wide outages. Our case study focuses on Manhattan, New York, and reveals that such attacks will become feasible by 2030 with increased EV adoption. With a single EVCS company dominating Manhattan, compromising a single EVCS server raises serious power grid security concerns. These attacks can overload power lines and trip over-frequency (OF) protection relays, resulting in a power grid blackout. This study serves as a crucial resource for planning authorities and power grid operators involved in the EV charging infrastructure roll-out, highlighting potential cyberthreats to power grids stemming from high-power EVCSs.",2024-02-19,2024,Samrat Acharya; Hafiz Anwar Ullah Khan; Ramesh Karri; Yury Dvorkin,Pacific Northwest National Laboratory,,5,https://doi.org/10.1109/isgt59692.2024.10454199,Cybersecurity,Computer science; Power grid; Grid; Power (physics); Smart grid,0.508
W4385730920,Space Booby Traps: Hacking Back and Assured Cyber Deterrence in Space,"Critical infrastructure is becoming increasingly reliant on satellite services, yielding space systems as prime targets for adversaries. Space cyber defenses must be implemented to enable mission resilience. Hacking back (also called active defense) is an effective mechanism to defend digital systems but difficult to implement with attribution and escalation challenges. We propose a hackback architecture that engages a cyber booby trap facilitating autonomous, active defense against adversaries on space vehicles. The cyber booby trap ensures that only the attacker is impacted and imparts a proportionate response to a cyberattack.",2023-06-01,2023,Jocelyn Y. Hsu; Gregory Falco,Johns Hopkins University,,1,https://doi.org/10.1109/icaa58325.2023.00024,Cybersecurity,Hacker; Computer security; Space (punctuation); Computer science; Resilience (materials science),0.583
